"","unit","old_unit","Genotype","G..Alias","Replicates","maxET","slope.maxET-6","slope.07-maxET","slope.00-07","slope.19-23:45","curvmaxET","total.auc","auc.10-15","sd.10-15","auc.prop.10-15","auc.07-19","sd.07-19","auc.prop.07-19","auc.night","cos.sim.index"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,0.121092090136109,0.00295652732875303,0.00140543508296217,0.000104256007008754,-0.000302287028414455,-4.59642650500451,1.48855707314917,0.629499589052865,0.0251025141847841,0.422892477828281,1.13033277815599,0.0235732198321191,0.759347960884479,0.358224294993178,0.677337187252788
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,0.132274824430678,0.00682711907986591,0.000688285943166988,-0.00018488148431507,-4.1478707537008e-05,-4.76112769665156,1.34996716293178,0.658235376362295,0.016623504489068,0.487593620375756,1.10436661558438,0.0186526923646251,0.818069243392542,0.245600547347403,0.766217671834066
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,0.123235718589906,0.00171234784951604,0.00208461931636777,-0.000274001017613527,-0.00010309603790862,-5.47221121446219,1.57900236031895,0.810183555648446,0.0210019139877304,0.513098381616601,1.30904476545962,0.0216210183453396,0.829032811068882,0.269957594859332,0.801885456569658
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,0.198794911126704,0.00415617398474541,0.00192702425494417,-3.28734210507608e-05,7.46433182523413e-05,-4.17388946859678,1.46580952380952,0.864135642135642,0.0296369683713825,0.589527921670083,1.21070562770563,0.02655803467405,0.825963815925482,0.255103896103896,0.783897652286597
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,0.1616592242251,0.00198208608325648,0.00100150682869782,-0.000193960995425689,0.000572445232023047,-3.33624960238614,2.33311908250747,0.887076027719202,0.0189013064747969,0.380210352043342,1.52850210148077,0.020939088063744,0.655132484638567,0.804616981026695,0.77343406259268
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,0.1292877739442,0.00861026733056837,0.00204058523227774,-0.000344953443541855,1.90299645287773e-05,-5.0382912298159,2.14767745691876,0.887940817197851,0.0181926239450593,0.413442351102278,1.48250691928588,0.0203715971318338,0.690283782841773,0.665170537632878,0.798722556749085
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,0.120016758969483,0.00813471523152705,0.00164863617929513,0.000124122323853754,0.000143299805647722,-5.02320022127046,1.74478201483152,0.805555777088711,0.020128157744569,0.461694223256019,1.31735989403975,0.0207776943404824,0.755028354740898,0.427422120791769,0.812868847696449
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,0.131553955489936,0.00723517777390975,0.00141058679248672,-0.000350636188021441,-0.000193648935966484,-4.13758218222204,1.33640145152961,0.681698491434138,0.0203308283025387,0.510100083065522,1.06296099966386,0.0189157036053914,0.795390485731085,0.273440451865746,0.754704143425738
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,0.182298505665214,0.00270849909584086,0.000780802769663528,7.73112150036442e-19,-0.000873122680118016,-4.80188866794193,3.77654430379747,1.14722784810127,0.0177596898609488,0.303777145404512,2.22946202531646,0.0212404795414776,0.590344464666982,1.54708227848101,0.731013478270858
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,0.125300275736852,0.00262760101445576,0.0007018921817186,0.000127452865855264,-3.006408483359e-05,-4.41521854020631,1.31736425399687,0.626061013863518,0.017939320820138,0.475237590487259,1.0466362588015,0.0192175688534151,0.794492681599653,0.27072799519537,0.772847532703215
