"","unit","old_unit","Genotype","G..Alias","Replicates","maxET","slope.maxET-6","slope.07-maxET","slope.00-07","slope.19-23:45","curvmaxET","total.auc","auc.10-15","sd.10-15","auc.prop.10-15","auc.07-19","sd.07-19","auc.prop.07-19","auc.night","cos.sim.index"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,0.121092090136109,0.00712316109422492,0.00069361247013312,-0.000102475631485169,0.000588584226523756,-2.31542061236953,1.6508,0.518034042553192,0.0175528336066185,0.313807876516351,1.10806382978723,0.0170350739979585,0.671228392165758,0.542736170212766,0.75189526654377
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,0.132274824430678,0.0102215315840622,0.000635724595123091,-0.000152616400254683,0.000746158355071352,-1.74060728804809,1.62417306122449,0.551920068027211,0.0186372284787682,0.339816046210685,1.08608653061224,0.0234965079482237,0.668701234210489,0.538086530612245,0.643341473950283
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,0.123235718589906,0.00770499055613851,0.00124871473068197,6.74382065450559e-05,0.000609777749725836,-2.11016579932465,1.56043017838405,0.478463987408185,0.0207235060112617,0.306623131259658,1.05060264428122,0.019166121259906,0.673277573604222,0.509827534102833,0.708338536061676
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,0.198794911126704,0.00439043496186354,-1.19011697959064e-05,-0.000218197456621102,-0.000311733880154933,0.00683709405558244,1.02508513708514,0.253370851370851,0.0147348962538648,0.24717054438163,0.481809523809524,0.0212552995578054,0.470019031960179,0.543275613275613,0.267319409650926
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,0.1616592242251,0.0100998382749326,0.00103313863822806,-0.000279196951389535,0.000516319099635882,-1.50972470696336,2.12505660377358,0.621472955974843,0.0215044320583677,0.292450071622213,1.27473710691824,0.0195232478165452,0.599860307087639,0.850319496855346,0.666754743852693
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,0.1292877739442,0.00443231597601591,0.000816407113359275,-0.000137748498525635,0.000969002851052531,-1.63149405928275,2.10453951999323,0.597393074579944,0.0165520159899095,0.28385928080926,1.27338187069413,0.0159047713351882,0.605064366146107,0.831157649299094,0.699714143549813
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,0.120016758969483,0.012773137973138,0.00129442679301375,0.000289421498042188,0.000520739348370928,-3.40367275064389,1.7822297008547,0.651410256410256,0.0183517625871069,0.365502974222605,1.23664423076923,0.0185324230265916,0.693874773928509,0.54558547008547,0.756103249565243
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,0.131553955489936,0.0072900825441898,0.00141070202948186,-6.08557027197148e-05,0.000803644760609843,-3.2206698304319,1.58847492817122,0.615548001401089,0.0218088802037616,0.387508792543396,1.13011807992882,0.0210997256861467,0.711448484257725,0.458356848242409,0.77749544267527
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,0.182298505665214,0.00611392405063291,0.000427974683544303,7.73112150036442e-19,0.000581107832873322,-2.99717653510878,3.90656962025317,1.02063924050633,0.0133976004352771,0.261262268363257,2.19967721518987,0.0125901430230051,0.563071295027202,1.70689240506329,0.662112672865826
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,0.125300275736852,0.010260666173205,0.000901169266576155,0.000366451415299012,0.000265023179710935,-2.36546959304943,1.48057823834197,0.525217616580311,0.0173596518867275,0.354738171194842,0.986386528497409,0.01921660147234,0.666217092047778,0.49419170984456,0.629609374078763
"232","B-1001:9:1","B-2-9",36,"IP 15872",2,0.117130478785301,0.0056,0.000867738337261393,4.00586297561121e-05,0.000184953180497255,-2.06738311857509,1.12198773006135,0.415610429447853,0.0235135266257003,0.370423328448634,0.78610736196319,0.0184049209992233,0.700638109402682,0.335880368098159,0.64603746063207
"219","B-1002:10:1","B-2-22",18,"IP 8210",2,0.136839621950769,0.00665996612083568,0.00132982275929947,0.000338591094063358,0.000378731908823442,-4.98477223021563,1.69697727272727,0.698560276679842,0.021352743019485,0.411649753892791,1.33530731225296,0.0192042970836546,0.786874010461522,0.361669960474308,0.837845949242073
"218","B-1002:11:1","B-2-23",4,"IP 8767",2,0.133966938333061,0.0117194957237884,0.000651077923771806,7.7077452404618e-05,0.000737347581814847,-3.84600363982296,1.93716514412417,0.589401685144124,0.0188799094410814,0.304259906251103,1.37636177383592,0.018563845682905,0.710503065786991,0.560803370288248,0.794057980251637
"217","B-1002:12:1","B-2-24",22,"IP 10339",2,0.114718546085527,0.00581895727636849,0.000956983957016913,-4.50501588324658e-05,0.00115157564471927,-2.07093957788942,1.97639341121495,0.648124813084112,0.021436373259082,0.327933097432099,1.32241787383178,0.0269743426280358,0.669106599084867,0.653975537383177,0.729231522510363
"228","B-1002:1:1","B-2-13",25,"IP 10964",2,0.0908153743192768,0.00428988879384089,0.00123440865304963,-1.39854281584615e-05,-4.19593894916931e-05,0.0940715156035239,1.13219161676647,0.496487425149701,0.0235322532961166,0.438518902451924,0.546340119760479,0.0245744622918641,0.4825509319004,0.585851497005988,0.167550775343863
"227","B-1002:2:1","B-2-14",38,"IP 7941",2,0.106095523287248,0.00816543140028289,0.00152996125699526,0.000169348875774277,0.000807176356733418,-4.0216254872284,1.54092673267327,0.646364356435644,0.0197921634337301,0.4194646914291,1.18514851485149,0.018577729574455,0.769114124456415,0.355778217821782,0.799178549855712
"226","B-1002:3:1","B-2-15",34,"IP 10543",2,0.123683396442081,0.00717597402597403,0.000722418972332016,3.08419167039857e-05,0.000323984962406015,-3.67252474538047,1.78729318181818,0.610986363636364,0.0185160552666262,0.341850105988106,1.18932045454545,0.0182049639606871,0.665431092472238,0.597972727272727,0.717314235507027
"225","B-1002:4:1","B-2-16",6,"IP 7922",2,0.118308152263438,0.00667093945016023,0.00040344289141943,7.28622027323324e-05,0.00040263823667788,-3.53290004951627,1.97168831168831,0.536899645808737,0.0151678649133354,0.272304523299122,1.2692373081464,0.0133052547540137,0.643731212799847,0.702451003541912,0.776238802206177
"224","B-1002:5:1","B-2-17",10,"IP 4952",2,0.152691659600977,0.00856105794327475,0.00109440154718977,-2.84370256145636e-05,0.000785026512688542,-2.01923267194119,1.73181242387333,0.577862362971985,0.0214144673290794,0.333674914792189,1.07513398294762,0.0184892443932775,0.620814337700043,0.6566784409257,0.681851854041376
"223","B-1002:6:1","B-2-18",23,"IP 13459",2,0.104325570923544,0.00902356986558299,0.00117838671175651,9.95612853154545e-05,0.000844678435695366,-2.93471562234891,1.65700656455142,0.561229759299781,0.0184203655781255,0.338700987253913,1.11839387308534,0.0186149111555679,0.674948365933665,0.538612691466083,0.800092429760588
"221","B-1002:8:1","B-2-20",19,"IP 21169",2,0.128070885757073,0.00484451345755694,0.0010420723590733,0.000181901906189762,0.000124874686716792,-1.44946529161807,0.297409420289855,0.130936594202899,0.0108787807753452,0.440257050618262,0.15826268115942,0.00836548713260069,0.532137418529573,0.139146739130435,0.232619555527114
"220","B-1002:9:1","B-2-21",9,"IP 18090",2,0.117624976073368,0.00892332817129779,0.00133270311419606,-0.00010531181399013,0.000626798404557793,-3.39391399895412,1.82444110018536,0.678093395409968,0.0200165687159891,0.37167184807505,1.27478795878988,0.017671756453268,0.698727932987461,0.549653141395472,0.778578768145129
"206","B-1003:11:1","B-2-35",31,"IP 3110",2,0.109907596507422,0.00201086781268524,0.000664421355015371,-0.000548424095006439,0.000442160764982997,-1.57551285316753,1.48463829875519,0.444564481327801,0.0117794719925443,0.299442956375672,0.958368215767635,0.0149734798449194,0.645523031819394,0.526270082987552,0.72090986293184
"205","B-1003:12:1","B-2-36",26,"ICMB 90111-P6",2,0.140404172151342,0.00628571428571428,0.00067615864366657,2.36173498292319e-05,0.000563596702599873,-2.36741439700658,1.74225415115005,0.55557117196057,0.0132573977935021,0.318880670534686,1.1834765388828,0.0185292273672297,0.67927893189498,0.558777612267251,0.721109540550291
"216","B-1003:1:1","B-2-25",37,"IP 11218",2,0.119932699273098,0.00514285714285714,0.000678373848311576,-0.000101745284748622,0.000593074348402023,-1.74850322832942,1.79133181141439,0.472468684863524,0.0216921715590815,0.263752746338197,1.14499305210918,0.0206311288157588,0.639185350705698,0.646338759305211,0.68582554943671
"215","B-1003:2:1","B-2-26",29,"IP 18412",2,0.115249680574739,0.00376668746101061,0.000640254229796864,2.9281304450707e-05,0.000569248448632498,-3.65570139595302,1.73012663755459,0.568052401746725,0.0131301739982692,0.3283299554012,1.13263318777293,0.0158568736589497,0.654653343395617,0.59749344978166,0.697491954713436
"214","B-1003:3:1","B-2-27",5,"IP 5695",2,0.140792812902667,0.00645144250871081,0.000519737645811241,0.000252317433617686,0.0007599046396479,-3.19748849166651,1.64537390243902,0.55793512195122,0.0157026010080191,0.339093212262673,1.12223682926829,0.015288940914674,0.682055809688449,0.523137073170732,0.729265734248725
"213","B-1003:4:1","B-2-28",33,"IP 3389",2,0.133750620761021,0.0153216668923494,0.000489199237584999,3.37520603273176e-05,0.000513803335352599,-1.49043730016886,1.86856402843602,0.465205592417062,0.0239830481533994,0.248964223509342,1.15628201421801,0.020371621891629,0.618807809966144,0.71228201421801,0.674596543663968
"212","B-1003:5:1","B-2-29",28,"IP 11346",2,0.130819548475828,0.00565175366538068,0.000971971874825093,-0.000520379564661033,0.00057137829879901,-2.73777155970082,1.85322154249399,0.605936425104966,0.0192522240885839,0.326963836330934,1.27318235298081,0.0181936850881769,0.687010335131013,0.580039189513182,0.747516233419471
"211","B-1003:6:1","B-2-30",14,"IP 18157",2,0.13749442928146,0.00266754399714998,0.000631688496528713,0.000131496111936907,0.000888193013706336,-2.26467231457218,1.85905401496259,0.584786533665835,0.0188308385176533,0.314561346232644,1.14801239401496,0.019328555423424,0.617525034116915,0.711041620947631,0.675780763952177
"210","B-1003:7:1","B-2-31",24,"IP 17150",2,0.13324506989703,0.00764776835822121,0.0010649639173281,0.000254770895843794,0.00086478993442997,-4.39725496237332,1.55850686403399,0.645506420701361,0.015076737947458,0.414182597201113,1.16379365150646,0.0170712371262085,0.746736301497017,0.394713212527535,0.748016132078585
"209","B-1003:8:1","B-2-32",39,"IP 2058",2,0.114208460297664,0.00319888288501985,0.000452847469464765,4.79231744934608e-05,0.000467649968732977,-2.87912361224985,2.55749416452887,0.623529569722089,0.0103554724986057,0.243804884628917,1.52415761879438,0.013376102821891,0.59595741798111,1.03333654573449,0.720915171552364
"208","B-1003:9:1","B-2-33",11,"IP 8174",2,0.123392657945285,0.00707189347228253,0.000823532008485681,0.000250154670819172,0.000275775517821911,-4.4583178876354,1.52288840932118,0.544134893617021,0.016776705510957,0.357304507859225,1.1076790881459,0.0154077262163376,0.727354073592065,0.415209321175279,0.789417935410978
"195","B-1004:10:1","B-2-46",10,"IP 4952",4,0.125309574303556,0.00456913822814958,0.000858891076003067,2.63417430751159e-06,0.000506175342075337,-2.64069698279632,1.79419616113835,0.63878492514893,0.0162408829701472,0.356028476141453,1.17187781359595,0.0172753953182137,0.653149214661364,0.622318347542401,0.687338663857562
"194","B-1004:11:1","B-2-47",20,"GICKV 93191 (=ICMV 93191)",4,0.158965141957779,0.00400811825206781,0.000696025884674888,-0.000194509488617916,0.00113729662214,-1.39705234100458,2.77806591729016,0.756640520460234,0.0154874709143233,0.272362335159524,1.57880659337993,0.0177734668438374,0.568311422545352,1.19925932391023,0.71446071667973
"193","B-1004:12:1","B-2-48",29,"IP 18412",4,0.145963002246825,0.00691923610739728,0.000684066745319076,-0.000173665429885557,0.000834200502628263,-1.62496671616604,2.11547303583233,0.640665179156521,0.0110604438292743,0.302847244235591,1.21851155524082,0.022150715576947,0.575999568229617,0.896961480591512,0.600676200487697
"204","B-1004:1:1","B-2-37",35,"IP 18389",2,0.145745722631531,0.0103061086885779,0.000638104159012418,-0.000181423432117329,0.000289420521691472,-1.97435981412916,1.68272728929385,0.573824920273349,0.0177000765040802,0.341008863363803,1.1816498405467,0.0184771522684829,0.702223020964123,0.501077448747153,0.713965653021493
"203","B-1004:2:1","B-2-38",2,"IP 11275",2,0.0957528184395618,0.00407349771689498,0.000749539011316259,8.62417167150279e-05,0.000380932056167817,-4.30563858498711,1.64384474885845,0.574390502283105,0.0122630732811886,0.349418947672513,1.03995945205479,0.0136852364011088,0.632638485341748,0.603885296803653,0.702515354022789
"202","B-1004:3:1","B-2-39",20,"GICKV 93191 (=ICMV 93191)",2,0.0990920371049629,0.00724582021480065,0.000984958419843923,0.000264348104894147,0.000289913661599932,-4.89164141475397,1.29357590113285,0.532552955715757,0.0138352126951508,0.411690535707547,1.00790776519053,0.0156813423693224,0.779163993630252,0.285668135942327,0.759141983502717
"200","B-1004:5:1","B-2-41",23,"IP 13459",4,0.137982904155874,0.00606168674698795,0.00040001902346227,-0.000395589055730311,0.000866732493885316,-1.95717584307522,1.6645421686747,0.474642168674699,0.019831889653724,0.285148780011147,1.12227108433735,0.0172349777747985,0.674222080676332,0.542271084337349,0.654977833281531
