"","unit","old_unit","Genotype","G..Alias","Replicates","2019-12-29","2019-12-31","2020-01-01","2020-01-03","2020-01-05","2020-01-07","2020-01-09","2020-01-12","2020-01-15","2020-01-19","2020-01-21","2020-01-24","2020-01-26","2020-01-28"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,0.542060651830369,0.431382978723404,0.380904661504278,0.542736170212766,0.406697174080715,0.358224294993178,0.276355095079377,0.56110624867618,0.179601597996466,0.295643767210926,0.469745057003292,0.469469876240804,0.621557667285265,0.521361319997308
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,0.625564505045375,0.441702517006803,0.42417884677249,0.538086530612245,0.566108449903041,0.245600547347403,0.503862016407295,0.654383585407477,0.431437360123692,0.60474940671162,0.526583019287378,0.534670250080729,0.621286111375484,0.474389756531313
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,0.451391473641961,0.595377754459601,0.431773071492311,0.509827534102833,0.350187887248156,0.269957594859332,0.311601928024366,0.44428645662495,0.182742222945811,0.290800063609352,0.23060807333701,0.471868735334887,0.631736841287983,0.456999238878809
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,0.61486199568797,0.29457215007215,0.222659220054315,0.543275613275613,0.322662447141233,0.255103896103896,0.366506493506494,0.667865949021597,-0.395137461607121,-0.128866181629649,-0.157619811735219,0.353728998642556,0.604509492685059,0.457277653397437
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,0.831578295465197,0.672396226415094,0.244064744131165,0.850319496855346,0.825563831396017,0.804616981026695,0.777235235888007,0.985378109954063,0.491822964959631,0.656828877945698,0.53069126945102,0.679216738792071,0.717910315433711,0.632764236685733
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,0.729684427397925,0.692304878048781,0.489559339035165,0.831157649299094,0.792028282719101,0.665170537632878,0.883737863408841,0.890633756376351,0.410480321090114,0.402271632591763,0.49584522709931,0.66743786175461,0.697155173171491,0.6248269871096
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,0.600081791362522,0.457880341880342,0.315593948897742,0.54558547008547,0.449730267643491,0.427422120791769,0.434303621946548,0.531537298795103,0.221628583243872,0.327454686604806,0.344091340951014,0.508406431571155,0.61220893306269,0.515213727354504
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,0.350990239699848,0.382175136109784,0.396398416024896,0.458356848242409,0.343368037921677,0.273440451865746,0.358752789496284,0.445498738966242,0.14385005239501,0.230061145297537,0.261904599468306,0.455016742463886,0.507740810369165,0.37127172989022
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,1.47230632585038,1.58488607594937,0.850970919705366,1.70689240506329,1.45704537044729,1.54708227848101,1.50801842567625,1.7572924607049,1.93956781041272,1.73076265965325,1.35896052653236,1.48584859696884,1.7213771644308,1.63231526811488
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,0.550462316867155,0.37760725388601,0.399803571605592,0.49419170984456,0.393625554434285,0.27072799519537,0.208100611620069,0.431374842703797,0.179619979489474,0.304693714297666,0.278014451653336,0.473441826066137,0.597141091428826,0.428495677748067
