"","unit","old_unit","Genotype","G..Alias","Replicates","maxET","slope.maxET-6","slope.07-maxET","slope.00-07","slope.19-23:45","curvmaxET","total.auc","auc.10-15","sd.10-15","auc.prop.10-15","auc.07-19","sd.07-19","auc.prop.07-19","auc.night","cos.sim.index"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,0.121092090136109,-0.000539580304494496,0.00280411318077289,-0.00039452702542639,-0.000335095683389202,-4.54790213438751,2.13978204234579,1.0796129380102,0.027017737578436,0.504543414537049,1.59772139051542,0.0263528576277362,0.74667482897645,0.542060651830369,0.820480628508794
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,0.132274824430678,0.00141041249909964,0.00337739656187876,-0.000387187931130724,-0.000303032033460402,-4.28045854859611,2.32629853448854,1.21489070828696,0.0315428286972159,0.522241960898654,1.70073402944316,0.0297419691339131,0.731090186503981,0.625564505045375,0.838964339557417
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,0.123235718589906,0.000109306876171334,0.0037448468634051,-0.000478219659672877,-0.000198388780789755,-5.08483086379002,2.14070762149242,1.22115261508551,0.024539564463354,0.570443437873206,1.68931614785045,0.0284085387487644,0.789139128991717,0.451391473641961,0.872770426101761
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,0.198794911126704,0.0229189801547044,0.00424323442382731,-5.7423037691659e-05,-6.424977896131e-05,-2.9039153038375,2.0949525826989,1.30523743723983,0.0469366695990355,0.623039131300199,1.48009058701093,0.0498590854641731,0.706503144383416,0.61486199568797,0.720782013882416
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,0.1616592242251,-0.000431385057148335,0.00229250971750914,-0.000309726472025264,-0.00017839257185773,-4.4323353170076,2.66023650967678,1.19848315644171,0.0345242548718266,0.450517520559601,1.82865821421158,0.0298630000584601,0.687404374595914,0.831578295465197,0.810509843183746
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,0.1292877739442,0.00585530576617544,0.0023853538560924,-0.00013377976642939,0.000187112838983799,-5.04514331061303,2.39797408673271,1.12941482117848,0.0205289006612814,0.470987083399777,1.66828965933479,0.0238415192694931,0.69570795971689,0.729684427397925,0.83851698264103
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,0.120016758969483,0.00658705762786902,0.00307025925246798,-0.000263109874051293,-6.76786234790317e-05,-5.42406554207163,2.29178736968434,1.15626422351431,0.0217618153512416,0.504525087627814,1.69170557832182,0.0244899291508699,0.738159918629286,0.600081791362522,0.863807679035379
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,0.131553955489936,0.00312256074016525,0.00207871609568873,-0.000293315138659858,0.000187832847880855,-5.08106676557519,1.78775428918422,1.02450141966762,0.0212806534375566,0.573066123161206,1.43676404948437,0.024504027999747,0.803669753822819,0.350990239699848,0.861366550966984
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,0.182298505665214,0.00231756279088938,0.00310274907772321,-0.000131874578275416,-0.00112863638912305,-5.26313460002469,4.13136737228759,1.62095548777024,0.0319615437029964,0.392353267502496,2.65906104643721,0.030777914462147,0.643627353082584,1.47230632585038,0.808007648960409
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,0.125300275736852,-0.00195914483369425,0.00317113719337784,-0.00042318625183535,-2.89912237722459e-05,-4.92843248802154,2.078700462886,1.07816663437803,0.0220528090180803,0.518673398899009,1.52823814601885,0.0241736832749307,0.735189207538391,0.550462316867155,0.855172061722444
