"","TS","Temp","RH","VPD","SR","WS"
"747","2020-01-04 18:30:00","25.77000","64.71000","1.16995717","  6.6990","0.364000"
"748","2020-01-04 18:45:00","25.30000","66.69000","1.07395090","  0.1120","0.126000"
"749","2020-01-04 19:00:00","24.88000","69.01000","0.97448300","  0.1120","1.751000"
"750","2020-01-04 19:15:00","24.14000","73.84000","0.78700297","  0.2230","1.746000"
"751","2020-01-04 19:30:00","23.87000","74.69000","0.74919200","  0.2230","1.444000"
"752","2020-01-04 19:45:00","23.43000","76.35000","0.68176098","  0.1120","1.155000"
"753","2020-01-04 20:00:00","23.21000","76.86000","0.65826352","  0.1120","1.532000"
"754","2020-01-04 20:15:00","22.92000","77.54000","0.62781625","  0.1120","0.662000"
"755","2020-01-04 20:30:00","22.49000","78.32000","0.59042075","  0.6700","1.271000"
"756","2020-01-04 20:45:00","22.09000","79.69000","0.53981866","  0.8940","1.491000"
"757","2020-01-04 21:00:00","21.68000","80.60000","0.50289505","  0.2230","1.491000"
"758","2020-01-04 21:15:00","21.59000","81.50000","0.47693406","  0.8940","1.009000"
"759","2020-01-04 21:30:00","21.51000","81.20000","0.48230247","  0.4470","0.513000"
"760","2020-01-04 21:45:00","21.19000","82.30000","0.44526840","  0.6710","1.001000"
"761","2020-01-04 22:00:00","21.05000","83.50000","0.41152997","  0.7820","1.065000"
"762","2020-01-04 22:15:00","20.81000","84.20000","0.38830149","  0.1120","1.044000"
"763","2020-01-04 22:30:00","20.75000","84.90000","0.36973083","  0.3350","0.859000"
"764","2020-01-04 22:45:00","20.78000","84.60000","0.37777321","  0.4470","1.789000"
"765","2020-01-04 23:00:00","20.62000","85.70000","0.34735095","  0.7820","2.368000"
"766","2020-01-04 23:15:00","20.40000","85.20000","0.35465269","  0.5590","1.900379"
"767","2020-01-04 23:30:00","20.16000","85.10000","0.35179518","  0.3350","2.002000"
"768","2020-01-04 23:45:00","19.97000","85.80000","0.33134983","  0.4470","0.532000"
"769","2020-01-05 00:00:00","19.80000","86.80000","0.30478818","  0.5590","0.944000"
"770","2020-01-05 00:15:00","19.70000","87.20000","0.29372480","  0.4470","1.011000"
"771","2020-01-05 00:30:00","19.73000","87.60000","0.28507597","  0.2240","0.782000"
"772","2020-01-05 00:45:00","19.95000","86.90000","0.30530356","  0.4470","1.008000"
"773","2020-01-05 01:00:00","20.03000","87.00000","0.30447717","  0.4470","0.967000"
"774","2020-01-05 01:15:00","19.98000","87.10000","0.30120141","  0.4470","0.779000"
"775","2020-01-05 01:30:00","19.63000","87.30000","0.29016674","  0.4470","2.262000"
"776","2020-01-05 01:45:00","19.36000","88.20000","0.26511781","  0.6710","1.527000"
"777","2020-01-05 02:00:00","19.19000","89.40000","0.23564964","  0.8940","0.915000"
"778","2020-01-05 02:15:00","19.02000","89.90000","0.22216733","  0.3350","1.347000"
"779","2020-01-05 02:30:00","19.15000","90.90000","0.20179946","  0.3350","0.998000"
"780","2020-01-05 02:45:00","19.06000","91.00000","0.19846536","  0.5590","0.699000"
"781","2020-01-05 03:00:00","18.99000","91.30000","0.19101405","  0.4470","0.835000"
"782","2020-01-05 03:15:00","18.96000","91.10000","0.19503974","  0.0000","0.857000"
"783","2020-01-05 03:30:00","19.04000","90.10000","0.21803979","  0.3350","1.336000"
"784","2020-01-05 03:45:00","19.18000","89.60000","0.23105943","  0.1120","1.896000"
"785","2020-01-05 04:00:00","19.15000","88.80000","0.24836857","  0.3350","1.297000"
"786","2020-01-05 04:15:00","19.19000","86.90000","0.29122738","  0.0000","1.318000"
"787","2020-01-05 04:30:00","19.19000","85.40000","0.32457403","  0.4470","0.776000"
"788","2020-01-05 04:45:00","19.24000","85.20000","0.33004641","  0.2240","2.016000"
"789","2020-01-05 05:00:00","19.22000","83.90000","0.35859009","  0.6710","1.815000"
"790","2020-01-05 05:15:00","19.11000","83.10000","0.37383734","  0.3350","1.653000"
"791","2020-01-05 05:30:00","18.91000","83.60000","0.35827920","  0.4470","1.547000"
"792","2020-01-05 05:45:00","18.63000","83.90000","0.34562397","  0.1120","0.787000"
"793","2020-01-05 06:00:00","18.32000","85.20000","0.31160632","  0.4470","1.111000"
"794","2020-01-05 06:15:00","18.18000","86.70000","0.27757531","  0.0000","0.637000"
"795","2020-01-05 06:30:00","18.19000","86.60000","0.27983798","  0.4470","1.138000"
"796","2020-01-05 06:45:00","18.16000","87.00000","0.27097370","  0.4470","1.292000"
"797","2020-01-05 07:00:00","18.07000","88.20000","0.24457411","  0.8940","0.915000"
"798","2020-01-05 07:15:00","18.08000","88.20000","0.24472784","  0.3350","1.633000"
"799","2020-01-05 07:30:00","18.02000","88.80000","0.23140976","  0.5590","0.000000"
"800","2020-01-05 07:45:00","17.93000","88.50000","0.23626722","  4.8070","0.433000"
"801","2020-01-05 08:00:00","17.81000","89.50000","0.21409912","  3.9130","0.807000"
"802","2020-01-05 08:15:00","17.72000","89.70000","0.20883378"," 12.3000","0.714000"
"803","2020-01-05 08:30:00","17.84000","89.70000","0.21041811"," 23.8200","1.488000"
"804","2020-01-05 08:45:00","18.06000","89.30000","0.22163550"," 36.9000","0.853000"
"805","2020-01-05 09:00:00","18.43000","87.80000","0.25864211"," 44.3900","0.743000"
"806","2020-01-05 09:15:00","18.85000","86.40000","0.29599851"," 62.5000","0.893000"
"807","2020-01-05 09:30:00","19.26000","84.10000","0.35501871"," 78.3700","1.788000"
"808","2020-01-05 09:45:00","19.79000","80.50000","0.44997619"," 97.5000","1.429000"
"809","2020-01-05 10:00:00","20.54000","78.60000","0.51725564","116.8000","2.236000"
"810","2020-01-05 10:15:00","21.12000","74.50000","0.63873947","163.2000","1.993000"
"811","2020-01-05 10:30:00","21.57000","72.94000","0.69676011","148.9000","1.401000"
"812","2020-01-05 10:45:00","21.93000","70.63000","0.77304904","159.1000","2.197000"
"813","2020-01-05 11:00:00","22.18000","71.13000","0.77155089","175.8000","2.037000"
"814","2020-01-05 11:15:00","22.74000","68.72000","0.86487890","201.0000","1.963000"
"815","2020-01-05 11:30:00","23.28000","67.29000","0.93444170","208.0000","1.411000"
"816","2020-01-05 11:45:00","23.75000","66.15000","0.99478022","224.4000","1.530000"
"817","2020-01-05 12:00:00","24.17000","64.17000","1.07985763","234.8000","1.855000"
"818","2020-01-05 12:15:00","24.84000","61.83000","1.19739937","250.1000","2.612000"
"819","2020-01-05 12:30:00","25.39000","62.20000","1.22524686","254.9000","2.391000"
"820","2020-01-05 12:45:00","25.95000","59.21000","1.36677764","265.1000","2.914000"
"821","2020-01-05 13:00:00","26.69000","59.55000","1.41583878","270.5000","1.900379"
"822","2020-01-05 13:15:00","27.23000","55.80000","1.59690774","271.7000","2.398000"
"823","2020-01-05 13:30:00","27.91000","54.46000","1.71198967","281.5000","2.767000"
"824","2020-01-05 13:45:00","28.24000","54.28000","1.75208062","290.4000","1.485000"
"825","2020-01-05 14:00:00","22.97231","51.08000","1.37177822","264.3000","1.367000"
"826","2020-01-05 14:15:00","22.97231","51.51000","1.35972048","149.7000","0.786000"
"827","2020-01-05 14:30:00","22.97231","51.05000","1.37261946","254.0000","0.988000"
"828","2020-01-05 14:45:00","28.43000","52.78000","1.82964202","207.4000","1.517000"
"829","2020-01-05 15:00:00","27.73000","54.23000","1.70267326","132.4000","0.294000"
"830","2020-01-05 15:15:00","27.08000","54.62000","1.62519259","152.8000","1.648000"
"831","2020-01-05 15:30:00","27.81000","51.83000","1.80033557","198.5000","1.918000"
"832","2020-01-05 15:45:00","27.42000","52.12000","1.74920467"," 80.5000","0.096000"
"833","2020-01-05 16:00:00","26.82000","52.87000","1.66230612"," 93.8000","1.282000"
"834","2020-01-05 16:15:00","26.82000","54.75000","1.59599728","132.0000","1.851000"
"835","2020-01-05 16:30:00","27.69000","54.36000","1.69387897","134.1000","1.710000"
"836","2020-01-05 16:45:00","27.91000","51.17000","1.83567096"," 93.7000","0.498000"
"837","2020-01-05 17:00:00","27.30000","54.24000","1.66005876"," 93.8000","1.965000"
"838","2020-01-05 17:15:00","26.77000","53.68000","1.62894431"," 53.5900","1.993000"
"839","2020-01-05 17:30:00","26.17000","56.40000","1.48004829"," 53.8100","2.153000"
"840","2020-01-05 17:45:00","25.64000","56.48000","1.43173407"," 40.2000","1.483000"
"841","2020-01-05 18:00:00","25.10000","56.87000","1.37411644"," 20.3300","1.694000"
"842","2020-01-05 18:15:00","24.72000","58.64000","1.28821403"," 20.2100","1.762000"
"843","2020-01-05 18:30:00","24.19000","60.07000","1.20486840"," 13.4000","1.957000"
"844","2020-01-05 18:45:00","23.71000","61.59000","1.12607668","  0.4470","2.819000"
"845","2020-01-05 19:00:00","23.33000","62.96000","1.06133607","  0.6700","1.919000"
"846","2020-01-05 19:15:00","22.87000","63.85000","1.00743420","  0.3350","2.285000"
"847","2020-01-05 19:30:00","22.56000","65.00000","0.95722889","  0.5590","1.215000"
"848","2020-01-05 19:45:00","22.15000","65.87000","0.91046025","  0.5590","1.741000"
"849","2020-01-05 20:00:00","21.88000","67.19000","0.86096373","  0.8940","0.890000"
"850","2020-01-05 20:15:00","21.62000","68.72000","0.80788562","  0.4470","1.596000"
"851","2020-01-05 20:30:00","21.55000","70.00000","0.77151708","  0.6700","1.704000"
"852","2020-01-05 20:45:00","21.27000","71.01000","0.73287019","  0.7820","1.312000"
"853","2020-01-05 21:00:00","20.96000","72.24000","0.68855130","  0.4470","1.503000"
"854","2020-01-05 21:15:00","20.83000","71.86000","0.69242113","  0.3350","1.882000"
"855","2020-01-05 21:30:00","20.68000","73.05000","0.65704647","  0.5590","1.058000"
"856","2020-01-05 21:45:00","20.37000","74.44000","0.61136181","  0.5590","1.343000"
"857","2020-01-05 22:00:00","20.21000","74.52000","0.60345552","  0.2240","1.506000"
"858","2020-01-05 22:15:00","20.04000","74.37000","0.60066006","  0.3350","1.341000"
"859","2020-01-05 22:30:00","19.97000","75.14000","0.58009554","  0.4470","1.643000"
"860","2020-01-05 22:45:00","19.87000","75.67000","0.56422267","  0.5590","1.632000"
"861","2020-01-05 23:00:00","19.78000","76.22000","0.54840006","  0.3350","1.565000"
"862","2020-01-05 23:15:00","19.61000","76.58000","0.53443089","  0.3350","2.180000"
"863","2020-01-05 23:30:00","19.52000","77.25000","0.51624800","  0.4470","1.775000"
"864","2020-01-05 23:45:00","19.44000","76.83000","0.52317098","  0.3350","1.436000"
"865","2020-01-06 00:00:00","19.35000","76.50000","0.52766049","  0.1120","1.460000"
"866","2020-01-06 00:15:00","19.28000","77.03000","0.51351819","  0.2240","1.325000"
"867","2020-01-06 00:30:00","19.18000","77.24000","0.50566468","  0.1120","0.928000"
"868","2020-01-06 00:45:00","19.01000","77.76000","0.48890300","  0.3350","0.779000"
"869","2020-01-06 01:00:00","18.77000","78.39000","0.46798799","  0.8940","0.648000"
"870","2020-01-06 01:15:00","18.65000","78.31000","0.46620929","  0.0000","0.000000"
"871","2020-01-06 01:30:00","18.62000","78.50000","0.46125886","  0.3350","0.054000"
"872","2020-01-06 01:45:00","18.45000","79.09000","0.44385148","  0.4470","0.546000"
"873","2020-01-06 02:00:00","18.35000","79.57000","0.43095304","  0.1120","0.621000"
"874","2020-01-06 02:15:00","18.16000","80.40000","0.40854497","  0.5590","0.532000"
"875","2020-01-06 02:30:00","18.06000","80.50000","0.40391517","  0.2240","0.924000"
"876","2020-01-06 02:45:00","18.16000","79.87000","0.41959236","  0.2240","1.516000"
"877","2020-01-06 03:00:00","18.29000","79.53000","0.43017500","  0.2240","0.889000"
"878","2020-01-06 03:15:00","18.21000","79.63000","0.42592992","  0.0000","2.323000"
"879","2020-01-06 03:30:00","18.20000","79.43000","0.42984194","  0.1120","1.261000"
"880","2020-01-06 03:45:00","18.25000","79.41000","0.43161222","  0.3350","0.356000"
"881","2020-01-06 04:00:00","18.13000","79.78000","0.42067499","  0.2240","1.339000"
"882","2020-01-06 04:15:00","18.16000","79.33000","0.43084819","  0.1120","1.334000"
"883","2020-01-06 04:30:00","18.03000","80.10000","0.41142411","  0.0000","1.068000"
"884","2020-01-06 04:45:00","17.93000","79.37000","0.42384285","  0.1120","1.643000"
"885","2020-01-06 05:00:00","17.88000","79.47000","0.42046347","  0.2240","1.004000"
"886","2020-01-06 05:15:00","17.71000","79.46000","0.41618870","  0.4470","0.982000"
"887","2020-01-06 05:30:00","17.64000","78.66000","0.43049486","  0.3350","0.800000"
"888","2020-01-06 05:45:00","17.61000","77.85000","0.44599059","  0.7830","1.723000"
"889","2020-01-06 06:00:00","17.64000","77.20000","0.45994765","  0.4470","1.102000"
"890","2020-01-06 06:15:00","17.46000","77.58000","0.44717418","  0.2240","0.000000"
"891","2020-01-06 06:30:00","17.55000","77.43000","0.45273051","  0.1120","0.694000"
"892","2020-01-06 06:45:00","17.73000","76.03000","0.48630104","  0.1120","0.921000"
"893","2020-01-06 07:00:00","17.58000","76.62000","0.46986672","  0.1120","1.271000"
"894","2020-01-06 07:15:00","17.33000","78.57000","0.42393241","  0.7830","0.679000"
"895","2020-01-06 07:30:00","17.19000","78.40000","0.42352896","  0.0000","0.580000"
"896","2020-01-06 07:45:00","17.24000","77.48000","0.44296711","  5.3670","1.761000"
"897","2020-01-06 08:00:00","17.52000","77.06000","0.45928202","  5.4790","1.029000"
"898","2020-01-06 08:15:00","17.91000","75.47000","0.50333453"," 11.9600","0.617000"
"899","2020-01-06 08:30:00","18.10000","75.31000","0.51270576"," 23.9300","1.553000"
"900","2020-01-06 08:45:00","18.12000","75.20000","0.51563743"," 38.4600","1.178000"
"901","2020-01-06 09:00:00","18.34000","74.99000","0.52723344"," 45.0600","2.118000"
"902","2020-01-06 09:15:00","18.84000","74.05000","0.56443862"," 64.7300","1.730000"
"903","2020-01-06 09:30:00","19.39000","73.45000","0.59762926"," 84.2000","1.558000"
"904","2020-01-06 09:45:00","20.18000","71.62000","0.67089253"," 68.0700","1.610000"
"905","2020-01-06 10:00:00","20.46000","72.59000","0.65926221","123.6000","1.445000"
"906","2020-01-06 10:15:00","21.69000","71.83000","0.73068101","153.1000","2.221000"
"907","2020-01-06 10:30:00","22.17000","72.00000","0.74784480","162.9000","2.200000"
"908","2020-01-06 10:45:00","22.97000","71.54000","0.79794251","187.9000","3.396000"
"909","2020-01-06 11:00:00","23.63000","69.66000","0.88521476","158.1000","3.876000"
"910","2020-01-06 11:15:00","23.85000","70.67000","0.86714387","181.7000","3.588000"
"911","2020-01-06 11:30:00","24.46000","69.11000","0.94728062","192.0000","4.714000"
"912","2020-01-06 11:45:00","24.71000","71.37000","0.89118855","248.7000","5.276000"
"913","2020-01-06 12:00:00","25.42000","68.48000","1.02350898","253.6000","4.178000"
"914","2020-01-06 12:15:00","26.25000","63.45000","1.24660038","266.1000","3.708000"
"915","2020-01-06 12:30:00","27.35000","59.20000","1.48445958","130.7000","3.392000"
"916","2020-01-06 12:45:00","26.78000","62.12000","1.33291627","240.4000","3.953000"
"917","2020-01-06 13:00:00","27.76000","59.00000","1.52789781","276.1000","3.159000"
"918","2020-01-06 13:15:00","26.95000","60.01000","1.42128112","120.8000","4.751000"
"919","2020-01-06 13:30:00","27.68000","58.22000","1.54971455","260.0000","3.128000"
"920","2020-01-06 13:45:00","28.93000","71.45403","1.13857981","191.8000","3.219000"
"921","2020-01-06 14:00:00","22.97231","58.43000","1.16567499","242.6000","3.644000"
"922","2020-01-06 14:15:00","28.54000","58.59000","1.61479248","265.4000","2.594000"
"923","2020-01-06 14:30:00","29.67000","71.45403","1.18821027","288.1000","4.412000"
"924","2020-01-06 14:45:00","30.94000","71.45403","1.27778030","270.5000","2.800000"
"925","2020-01-06 15:00:00","29.44000","71.45403","1.17258691","231.9000","3.783000"
"926","2020-01-06 15:15:00","30.16000","71.45403","1.22209966","259.6000","2.956000"
"927","2020-01-06 15:30:00","29.64000","71.45403","1.18616223","224.6000","3.072000"
"928","2020-01-06 15:45:00","29.46000","58.15000","1.72105990","177.2000","2.377000"
"929","2020-01-06 16:00:00","28.70000","61.85000","1.50152646","177.2000","3.143000"
"930","2020-01-06 16:15:00","27.78000","63.04000","1.37895158"," 74.4700","3.508000"
"931","2020-01-06 16:30:00","22.97231","65.56000","0.96574084"," 83.1000","1.259000"
"932","2020-01-06 16:45:00","27.18000","66.62000","1.20246367"," 53.6000","3.677000"
"933","2020-01-06 17:00:00","26.42000","68.54000","1.08380643"," 40.2000","3.211000"
"934","2020-01-06 17:15:00","25.79000","70.34000","0.98447286"," 33.7300","3.107000"
"935","2020-01-06 17:30:00","25.26000","72.30000","0.89095763"," 36.5200","3.000000"
"936","2020-01-06 17:45:00","25.02000","72.10000","0.88466692"," 40.3200","3.396000"
"937","2020-01-06 18:00:00","24.76000","73.14000","0.83859115"," 33.7300","3.172000"
"938","2020-01-06 18:15:00","24.44000","73.81000","0.80218901"," 22.6700","3.518000"
"939","2020-01-06 18:30:00","23.97000","75.30000","0.73553978"," 13.7400","3.211000"
"940","2020-01-06 18:45:00","23.73000","76.81000","0.68068605","  7.3720","3.094000"
"941","2020-01-06 19:00:00","23.35000","77.77000","0.63774253","  0.2230","3.886000"
"942","2020-01-06 19:15:00","23.14000","78.28000","0.61526192","  0.7820","2.396000"
"943","2020-01-06 19:30:00","23.02000","78.34000","0.60912800","  0.2230","2.383000"
"944","2020-01-06 19:45:00","22.76000","79.15000","0.57719288","  0.4470","3.071000"
"945","2020-01-06 20:00:00","22.48000","79.91000","0.54678748","  0.2230","1.748000"
"946","2020-01-06 20:15:00","22.28000","81.20000","0.50549627","  0.5590","1.624000"
"947","2020-01-06 20:30:00","22.09000","80.90000","0.50765812","  0.5590","2.501000"
"948","2020-01-06 20:45:00","22.13000","79.50000","0.54619753","  0.3350","1.988000"
"949","2020-01-06 21:00:00","22.15000","79.31000","0.55193151","  0.4470","2.270000"
"950","2020-01-06 21:15:00","22.04000","80.70000","0.51141380","  0.6700","1.503000"
"951","2020-01-06 21:30:00","21.84000","81.80000","0.47642009","  0.6700","1.130000"
"952","2020-01-06 21:45:00","21.63000","81.70000","0.47293308","  0.2230","1.480000"
"953","2020-01-06 22:00:00","21.63000","82.80000","0.44450541","  0.6700","1.836000"
"954","2020-01-06 22:15:00","21.45000","83.70000","0.41663395","  0.3350","1.235000"
"955","2020-01-06 22:30:00","21.04000","84.20000","0.39382924","  0.4470","0.000000"
"956","2020-01-06 22:45:00","20.80000","86.00000","0.34385302","  0.2240","0.000000"
"957","2020-01-06 23:00:00","20.74000","87.80000","0.29853913","  0.2240","0.000000"
"958","2020-01-06 23:15:00","21.01000","88.80000","0.27865625","  0.3350","0.773000"
"959","2020-01-06 23:30:00","21.40000","88.10000","0.30323870","  0.3350","1.576000"
"960","2020-01-06 23:45:00","21.47000","87.20000","0.32757340","  1.1180","0.635000"
"961","2020-01-07 00:00:00","21.52000","86.50000","0.34654617","  0.3350","1.274000"
"962","2020-01-07 00:15:00","21.63000","85.70000","0.36955973","  0.5590","2.657000"
"963","2020-01-07 00:30:00","21.50000","86.50000","0.34612239","  1.0060","1.212000"
"964","2020-01-07 00:45:00","21.28000","87.00000","0.32884283","  0.4470","1.111000"
"965","2020-01-07 01:00:00","21.10000","87.70000","0.30771994","  0.2240","0.908000"
"966","2020-01-07 01:15:00","21.17000","87.00000","0.32663235","  0.3350","1.989000"
"967","2020-01-07 01:30:00","21.27000","87.40000","0.31852930","  0.5590","1.197000"
"968","2020-01-07 01:45:00","21.32000","87.50000","0.31697104","  0.6710","1.628000"
"969","2020-01-07 02:00:00","21.12000","88.00000","0.30058328","  0.4470","0.859000"
"970","2020-01-07 02:15:00","21.12000","88.90000","0.27803953","  0.2240","2.020000"
"971","2020-01-07 02:30:00","21.13000","89.10000","0.27319740","  0.5590","2.025000"
"972","2020-01-07 02:45:00","21.15000","89.50000","0.26349495","  0.8940","1.200000"
"973","2020-01-07 03:00:00","21.14000","90.10000","0.24828572","  0.7820","1.575000"
"974","2020-01-07 03:15:00","21.13000","90.50000","0.23810783","  0.2240","1.181000"
"975","2020-01-07 03:30:00","21.22000","91.10000","0.22430430","  0.2240","1.625000"
"976","2020-01-07 03:45:00","21.24000","91.30000","0.21953280","  0.5590","1.490000"
"977","2020-01-07 04:00:00","21.22000","91.50000","0.21422321","  0.3350","1.155000"
"978","2020-01-07 04:15:00","21.21000","91.80000","0.20653571","  0.8940","1.326000"
"979","2020-01-07 04:30:00","21.11000","91.80000","0.20527257","  1.1180","0.982000"
"980","2020-01-07 04:45:00","20.91000","91.30000","0.21513033","  0.4470","2.068000"
"981","2020-01-07 05:00:00","20.76000","91.60000","0.20580469","  0.5590","1.687000"
"982","2020-01-07 05:15:00","20.52000","91.50000","0.20519886","  0.4470","1.227000"
"983","2020-01-07 05:30:00","20.33000","92.20000","0.18610569","  0.5590","1.852000"
"984","2020-01-07 05:45:00","20.30000","92.70000","0.17385348","  0.7820","1.668000"
"985","2020-01-07 06:00:00","20.17000","92.60000","0.17482511","  0.7820","1.325000"
"986","2020-01-07 06:15:00","20.08000","93.30000","0.15740908","  0.8940","2.319000"
"987","2020-01-07 06:30:00","22.97231","93.20000","0.19068054","  0.8940","1.599000"
"988","2020-01-07 06:45:00","19.90000","93.80000","0.14404803","  0.2240","1.833000"
"989","2020-01-07 07:00:00","19.99000","94.10000","0.13784409","  0.4470","1.548000"
"990","2020-01-07 07:15:00","20.02000","94.20000","0.13575962","  0.7820","1.441000"
"991","2020-01-07 07:30:00","19.94000","94.10000","0.13741800","  0.4470","2.324000"
"992","2020-01-07 07:45:00","19.81000","94.10000","0.13631556","  3.3530","1.560000"
"993","2020-01-07 08:00:00","19.83000","94.70000","0.12260487","  4.1350","2.654000"
"994","2020-01-07 08:15:00","19.78000","94.80000","0.11991927","  9.7200","1.401000"
"995","2020-01-07 08:30:00","19.87000","95.20000","0.11131397"," 16.7600","1.883000"
"996","2020-01-07 08:45:00","20.23000","95.00000","0.11856393"," 23.4700","2.595000"
"997","2020-01-07 09:00:00","20.55000","94.20000","0.14027722"," 36.9900","3.205000"
"998","2020-01-07 09:15:00","20.86000","92.60000","0.18242282"," 43.7000","2.221000"
"999","2020-01-07 09:30:00","21.08000","91.60000","0.20989238"," 79.0100","3.972000"
"1000","2020-01-07 09:45:00","21.76000","89.60000","0.27091381"," 91.8000","2.734000"
"1001","2020-01-07 10:00:00","22.20000","87.80000","0.32644216","110.9000","4.031000"
"1002","2020-01-07 10:15:00","22.40000","87.50000","0.33856199","112.2000","3.415000"
"1003","2020-01-07 10:30:00","23.00000","86.80000","0.37076501","120.4000","4.078000"
"1004","2020-01-07 10:45:00","23.24000","84.70000","0.43602814","109.3000","4.149000"
"1005","2020-01-07 11:00:00","23.32000","83.80000","0.46391129"," 99.9000","3.923000"
"1006","2020-01-07 11:15:00","23.75000","83.00000","0.49959420","168.3000","4.350000"
"1007","2020-01-07 11:30:00","24.17000","80.00000","0.60276731"," 99.6000","3.726000"
"1008","2020-01-07 11:45:00","24.27000","80.20000","0.60032597","163.4000","3.690000"
"1009","2020-01-07 12:00:00","24.99000","76.25000","0.75173227"," 94.1000","3.670000"
"1010","2020-01-07 12:15:00","25.40000","74.79000","0.81764079","127.0000","2.924000"
"1011","2020-01-07 12:30:00","22.97231","75.81000","0.67831797","154.8000","2.662000"
"1012","2020-01-07 12:45:00","26.48000","69.71000","1.04719446","148.3000","3.613000"
"1013","2020-01-07 13:00:00","26.60000","71.02000","1.00900768","151.1000","3.177000"
"1014","2020-01-07 13:15:00","26.22000","71.02000","0.98666443","145.0000","3.004000"
"1015","2020-01-07 13:30:00","26.52000","69.42000","1.05971365","111.1000","3.352000"
"1016","2020-01-07 13:45:00","27.53000","68.08000","1.17365891","168.2000","3.771000"
"1017","2020-01-07 14:00:00","27.44000","67.12000","1.20261385","108.0000","4.408000"
"1018","2020-01-07 14:15:00","27.64000","66.15000","1.25264469","127.9000","3.056000"
"1019","2020-01-07 14:30:00","27.61000","65.44000","1.27668050","182.0000","1.836000"
"1020","2020-01-07 14:45:00","27.19000","66.70000","1.20028475"," 78.0600","1.831000"
"1021","2020-01-07 15:00:00","27.25000","67.33000","1.18172202","127.3000","3.637000"
"1022","2020-01-07 15:15:00","22.97231","66.54000","0.93826041","137.6000","2.520000"
"1023","2020-01-07 15:30:00","27.42000","65.01000","1.27829306","148.1000","4.194000"
"1024","2020-01-07 15:45:00","27.46000","65.32000","1.26993447","122.9000","4.141000"
"1025","2020-01-07 16:00:00","28.30000","65.11000","1.34172319","206.9000","2.115000"
"1026","2020-01-07 16:15:00","28.32000","63.56000","1.40295865","151.2000","4.186000"
"1027","2020-01-07 16:30:00","27.67000","64.48000","1.31674825","145.0000","2.430000"
"1028","2020-01-07 16:45:00","22.97231","68.05000","0.89591811"," 53.5900","3.441000"
"1029","2020-01-07 17:00:00","22.97231","68.16000","0.89283358","100.5000","2.153000"
"1030","2020-01-07 17:15:00","22.97231","66.52000","0.93882124"," 73.7000","2.545000"
"1031","2020-01-07 17:30:00","26.18000","66.65000","1.13276967"," 46.9000","2.550000"
"1032","2020-01-07 17:45:00","25.65000","67.91000","1.05633241"," 31.6100","3.832000"
"1033","2020-01-07 18:00:00","25.15000","71.11000","0.92317447"," 20.3300","3.241000"
"1034","2020-01-07 18:15:00","24.79000","72.21000","0.86918092"," 25.9100","2.930000"
"1035","2020-01-07 18:30:00","24.54000","74.21000","0.79467479"," 13.5100","3.951000"
"1036","2020-01-07 18:45:00","24.04000","75.19000","0.74192594","  1.1170","2.945000"
"1037","2020-01-07 19:00:00","23.79000","77.09000","0.67489786","  0.8940","3.492000"
"1038","2020-01-07 19:15:00","23.62000","77.63000","0.65228538","  0.4470","3.272000"
"1039","2020-01-07 19:30:00","23.50000","78.53000","0.62153441","  0.1120","2.788000"
"1040","2020-01-07 19:45:00","23.40000","79.39000","0.59305297","  0.3350","3.255000"
"1041","2020-01-07 20:00:00","23.31000","79.43000","0.58869749","  0.6700","2.082000"
"1042","2020-01-07 20:15:00","23.34000","80.00000","0.57342145","  0.2230","3.007000"
"1043","2020-01-07 20:30:00","23.31000","80.10000","0.56952261","  0.3350","2.969000"
"1044","2020-01-07 20:45:00","23.14000","79.74000","0.57390453","  0.8940","3.401000"
"1045","2020-01-07 21:00:00","22.76000","81.20000","0.52044250","  0.6700","3.356000"
"1046","2020-01-07 21:15:00","22.48000","82.00000","0.48990416","  0.6700","2.824000"
"1047","2020-01-07 21:30:00","22.29000","82.30000","0.47620888","  0.5590","2.282000"
"1048","2020-01-07 21:45:00","22.16000","83.30000","0.44576458","  0.5590","2.517000"
"1049","2020-01-07 22:00:00","22.05000","84.30000","0.41627410","  0.4470","2.546000"
"1050","2020-01-07 22:15:00","22.05000","84.90000","0.40036554","  0.6700","2.659000"
"1051","2020-01-07 22:30:00","22.11000","84.90000","0.40183144","  0.6700","2.659000"
"1052","2020-01-07 22:45:00","22.10000","85.00000","0.39892728","  0.6700","1.779000"
"1053","2020-01-07 23:00:00","22.12000","85.10000","0.39675070","  0.3350","2.432000"
"1054","2020-01-07 23:15:00","22.06000","85.30000","0.38999736","  0.7820","2.442000"
"1055","2020-01-07 23:30:00","21.99000","85.60000","0.38041206","  0.5590","2.636000"
"1056","2020-01-07 23:45:00","21.86000","86.00000","0.36692452","  0.6700","2.215000"
"1057","2020-01-08 00:00:00","22.97231","85.90000","0.39538170","  0.1120","3.748000"
"1058","2020-01-08 00:15:00","21.71000","86.10000","0.36098271","  0.7820","3.066000"
"1059","2020-01-08 00:30:00","21.54000","87.00000","0.33411964","  0.5590","3.358000"
"1060","2020-01-08 00:45:00","21.41000","87.90000","0.30852400","  0.5590","3.820000"
"1061","2020-01-08 01:00:00","21.33000","88.20000","0.29940404","  0.6710","3.446000"
"1062","2020-01-08 01:15:00","21.16000","88.90000","0.27872275","  0.2240","2.073000"
