"","unit","old_unit","Genotype","G..Alias","Replicates","2019-12-29","2019-12-31","2020-01-01","2020-01-03","2020-01-05","2020-01-07","2020-01-09","2020-01-12","2020-01-15","2020-01-19","2020-01-21","2020-01-24","2020-01-26","2020-01-28"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,-0.000396134189254036,0.000326454882968396,0.000203075624408361,-3.56649461360502e-05,-9.10751342171173e-05,0.000118058267921304,0.000227821500212188,0.00043421423370921,2.42884153932834e-05,0.000219001743867717,0.00015338314523478,0.000274061828047909,0.000103253814816171,5.09346316980474e-05
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,-0.000296836629978054,4.57407220156401e-05,0.000148586240415165,3.48740747034431e-05,-0.000321682267454906,3.59224752632757e-05,6.91830750165e-05,2.81430474201341e-05,6.32091683482661e-05,-3.37001491335398e-05,-8.98343720311451e-05,0.000313150655774477,7.23287922148553e-05,0.000112137320050455
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,-0.000448173141539307,0.00029320708029513,7.76701904865548e-05,0.000135092873719794,-7.84877058118753e-05,-4.06740418988544e-05,0.000312749997336609,0.000280863728113665,0.000202599544077736,0.000221413605661315,7.8704150594436e-05,0.000380541297664713,7.87425567234754e-05,-2.93375536060957e-05
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,-0.000105774715064723,6.93403531588826e-05,2.77481490573497e-05,-3.03476233808693e-05,4.69530558737909e-05,-5.07159578134176e-05,0.000515984943456106,0.000256409682518475,0.000346895428653903,0.000166834456852396,0.000144776710987012,0.000379371543592944,8.6746421708255e-05,4.4827896889552e-05
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,-0.000264620847828189,0.000255742139293837,0.000171652272867602,5.7731632766932e-05,-5.65608924654201e-05,-0.000107751076164315,0.000279117655884252,-5.87075841157093e-05,-5.13414198270522e-05,0.000357462562357139,0.000113441950654559,0.000222869358175294,0.000116774786046384,1.28024800130297e-05
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,-0.000149928822527063,0.000418103362233246,0.000244929626529451,8.86548706349334e-05,-0.000192456248864805,-0.000186089973585353,0.000460447430115425,-6.75055163729014e-05,-6.86615654014082e-05,-4.83415204421148e-05,6.3403402690434e-05,0.000270275402828978,6.34063929907446e-05,2.71697110353892e-05
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,-0.000264352148225011,0.00023920453362347,-1.09270535579323e-08,0.000345102764613234,-1.99693523032139e-05,0.000157172869467757,8.27087947666091e-05,0.000315620161090518,-0.000137488008880099,0.000191117809917656,9.34736248465125e-05,0.000402527963171881,3.87088944345238e-05,3.99922503390773e-05
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,-0.000334379529021714,0.000200052106011818,0.000111753705718454,-6.07100344727265e-05,3.34658511509203e-05,-0.000179371923883743,0.000303119449984081,0.000408298017235245,0.000254901317242209,0.000120477153872219,2.39984818687616e-05,0.000154311980648651,6.20971401980104e-05,-4.1146471590494e-05
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,-0.000102817489465894,0.000269445024146593,0.000580584521501438,0.000329300677865301,0.000203678070739838,0.000296855185063325,-8.41030815518956e-05,0.000396819815127436,0.000245660040184015,0.000200361218872203,0.000377265043938569,0.000433384624776027,0.00028150854051422,0.000424284036301922
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,-0.000413501126535986,0.000352995731971693,0.000277413683759111,0.000347377473095466,7.81331759866873e-05,0.000207947193996118,0.000112504250195329,0.000459708229015299,0.000209170246056186,0.00014395634512642,0.000115530833100612,0.000404275766060453,3.38421985561246e-05,5.28784087734836e-05
"232","B-1001:9:1","B-2-9",36,"IP 15872",2,3.12478672482975e-06,6.17978035456564e-05,0.000227286969155654,9.03195834791782e-05,4.18121428596418e-06,-8.79750603663161e-05,5.43684160304123e-05,0.000199312572966883,-0.000187300699171815,5.64134837529955e-05,-2.63041316099193e-07,0.000168626528729133,4.9102567804484e-05,-0.000149264976932496
"219","B-1002:10:1","B-2-22",18,"IP 8210",2,-0.000430277408352985,0.0001811160130195,-0.000155299143373324,0.000222011214539626,-8.68655920833523e-05,-1.92991518409828e-05,3.45878657584692e-05,0.000104657114348115,3.15725428398353e-05,2.19476425925316e-06,-9.03107154113327e-06,0.000361204651420684,1.88449282352576e-05,-1.66903051380276e-05
