"","unit","old_unit","Genotype","G..Alias","Replicates","maxET","slope.maxET-6","slope.07-maxET","slope.00-07","slope.19-23:45","curvmaxET","total.auc","auc.10-15","sd.10-15","auc.prop.10-15","auc.07-19","sd.07-19","auc.prop.07-19","auc.night","cos.sim.index"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,0.0716473311406384,0.00133898855636979,0.00256670617779366,0.000103253814816171,-7.25906852103101e-05,-7.07596908359421,2.4689718779086,1.1414877589732,0.00849515588540469,0.462333236432048,1.87817230877391,0.0183483867865282,0.760710288188807,0.590799569134689,0.927168337765336
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,0.0800904673019401,0.00219376588909219,0.00301480033543206,7.23287922148553e-05,0.000203695620688998,-6.56930721107401,2.40730934017883,1.21895819714956,0.010193046005847,0.506357108662657,1.83647379530641,0.0223768785575776,0.762874037272661,0.570835544872421,0.917548343053062
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,0.070542263778801,0.0012593288334736,0.00268922014428917,7.87425567234754e-05,6.46690763861278e-05,-7.10432288698081,2.4748725167329,1.17425334936834,0.00714694701123032,0.474470236922943,1.89134524413111,0.0192805280222596,0.764219260322906,0.583527272601795,0.909664831317578
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,0.110790630387259,0.00270952908816848,0.00303291645627906,8.6746421708255e-05,-0.000385962139536278,-6.31665185824488,2.60252750756511,1.26522946743844,0.0199913628979411,0.486154118932705,2.0195092188163,0.0245639929659111,0.775979970603934,0.583018288748806,0.95492255270475
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,0.0861007826321262,0.0025498054259084,0.00352188662770669,0.000116774786046384,-5.20161907190447e-05,-6.82234307958799,2.84603956699035,1.39162864811324,0.0112539350034423,0.488970239294625,2.13899489156029,0.0240832578137772,0.751568922782846,0.707044675430054,0.889780194940278
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,0.0781984836722399,0.00168019796885635,0.00248435885682191,6.34063929907446e-05,0.000189746196889401,-6.87052874683171,2.56277204812425,1.15084175949163,0.00695485884048266,0.449061304665766,1.86351136981099,0.0187712167046079,0.727146751571188,0.699260678313263,0.875082977791964
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,0.0700385391573198,0.0014394809642562,0.00259301942882522,3.87088944345238e-05,6.71990304127707e-05,-7.07566968074334,2.40199975230107,1.13256331220059,0.00655806430522092,0.471508504992813,1.82364765654696,0.0186804227259393,0.759220584764813,0.578352095754116,0.892062819891618
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,0.069089479386932,0.000851796935071515,0.00214479533552716,6.20971401980104e-05,7.85804195414183e-05,-7.09750879647625,2.13783020978385,1.00941479768507,0.00696046246357478,0.472167898584953,1.66662878434889,0.0166914021010954,0.77958893869191,0.471201425434953,0.934598004740366
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,0.160335269373524,0.0018593753125818,0.00396816307491794,0.00028150854051422,-0.000549684498207649,-6.39520946610102,5.10800245903535,2.02769666883345,0.0218409544945178,0.396964700995149,3.43103030642992,0.032994698535396,0.671697074139207,1.67697215260543,0.896246801510585
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,0.07755380122437,0.00172816067176004,0.00329179612728268,3.38421985561246e-05,5.89490130750648e-05,-6.78390121957269,2.61771151066297,1.34827430367346,0.0104353718260862,0.515058400508004,2.06599824485333,0.0244318175435643,0.789238323794547,0.551713265809637,0.934261238291976
