"","unit","old_unit","Genotype","G..Alias","Replicates","maxET","slope.maxET-6","slope.07-maxET","slope.00-07","slope.19-23:45","curvmaxET","total.auc","auc.10-15","sd.10-15","auc.prop.10-15","auc.07-19","sd.07-19","auc.prop.07-19","auc.night","cos.sim.index"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,0.0716473311406384,0.000456911835271208,0.000726518457269526,-3.56649461360502e-05,0.00028366785573473,-6.45509740683652,1.6770671829816,0.555731579973224,0.00423297534184938,0.331371089728921,1.1122814438488,0.00696503901060973,0.663230104992763,0.564785739132796,0.822188411634837
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,0.0800904673019401,0.000364767412186168,0.000740173447376968,3.48740747034431e-05,0.000663087971288883,-6.44600664342524,1.67144235147471,0.586615787931944,0.00350415550020252,0.350963817217133,1.11619620819768,0.00737633989195455,0.667804191519297,0.555246143277028,0.792511224213449
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,0.070542263778801,0.000193480677759258,0.000576668390685232,0.000135092873719794,0.000263414869014843,-6.84421326551824,1.57608740414225,0.502878022333375,0.00343362538848768,0.319067344242278,1.06545816205436,0.00609678916815951,0.676014641861953,0.510629242087892,0.843055760339033
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,0.110790630387259,0.000434481959636284,0.000544693034487153,-3.03476233808693e-05,8.87886061544427e-05,-0.827926323554885,1.03005642655521,0.275472936007193,0.00325330614897123,0.267434801536505,0.508342990467628,0.00600119555672001,0.493509847967909,0.521713436087579,0.468190019987101
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,0.0861007826321262,0.000283555250028286,0.000504142539731634,5.7731632766932e-05,0.000697480030374397,-5.95647231769577,2.11321890662651,0.621120361357421,0.00167620733911308,0.29392144818019,1.27338819590909,0.00562194025086529,0.602582246409056,0.839830710717418,0.717034368783507
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,0.0781984836722399,0.000294184154974453,0.000573313809676819,8.86548706349334e-05,0.000903473053373841,-5.85941577064903,2.10486531055275,0.625214724352992,0.00263200018612424,0.297033126641632,1.28170321264862,0.00613298886109979,0.60892409895436,0.823162097904127,0.748915261186406
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,0.0700385391573198,0.000352727095882422,0.000832388852709006,0.000345102764613234,0.000387717979431721,-7.67778568679875,1.78743642686665,0.639417649445334,0.00331610348595743,0.357728890289108,1.24259538142262,0.00722496309239121,0.695182979794627,0.54484104544403,0.820685134136428
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,0.069089479386932,0.000681215726157691,0.00113657839672606,-6.07100344727265e-05,0.000375075182757381,-6.03339285509049,1.51873228437489,0.611513210795686,0.00708433335086528,0.402647140043766,1.11652628624312,0.0110074822660836,0.735169916205924,0.402205998131772,0.865316652577911
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,0.160335269373524,0.000548566507618098,0.000375750761083889,0.000329300677865301,0.000576312950065825,-5.75590194914652,3.91376601810856,1.0023644956243,0.0042391261898204,0.256112524608387,2.18559844454954,0.00794801534771817,0.558438709528628,1.72816757355902,0.67690067341944
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,0.07755380122437,0.000599725238761155,0.00072394496326379,0.000347377473095466,0.000327631058688095,-6.76174882028637,1.51088874012818,0.541600988109113,0.0059782031834572,0.358465169356657,1.01074982400141,0.00824541786034548,0.668977004829397,0.500138916126769,0.794157019451602
"232","B-1001:9:1","B-2-9",36,"IP 15872",2,0.0676323225693133,0.000811911060279019,0.000754372360683036,9.03195834791782e-05,0.000213949152119839,-6.36635822710931,1.16445160704914,0.408509896817226,0.0046138860434586,0.350817409967287,0.781142055394629,0.00567328665699044,0.670823974706973,0.383309551654514,0.836249031073251
"219","B-1002:10:1","B-2-22",18,"IP 8210",2,0.0685260044944572,0.000817306428983091,0.00129972904673785,0.000222011214539626,0.000255551529018914,-6.74744905466523,1.68006076544877,0.697194737654164,0.00934140626264699,0.414981857794848,1.32199271939873,0.0118915028148832,0.786871967125311,0.35806804605004,0.893404331703061
