"","unit","old_unit","Genotype","G..Alias","Replicates","maxET","slope.maxET-6","slope.07-maxET","slope.00-07","slope.19-23:45","curvmaxET","total.auc","auc.10-15","sd.10-15","auc.prop.10-15","auc.07-19","sd.07-19","auc.prop.07-19","auc.night","cos.sim.index"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,0.0716473311406384,0.000163419655511065,0.000435744015687437,0.000203075624408361,-3.24467170459154e-05,-8.15108643813152,1.43138215303351,0.527160012772633,0.000760411372260994,0.36828740085618,1.01292612124573,0.00596326185216866,0.707655966716543,0.418456031787774,0.835049410624583
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,0.0800904673019401,0.000808277155803639,0.00100281036007283,0.000148586240415165,-3.1853524132872e-05,-7.36699603179443,1.42266536415448,0.566833310516309,0.00447889159708937,0.398430526811336,0.985857372445214,0.00791441687894611,0.692965048060429,0.436807991709261,0.815409006719172
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,0.070542263778801,0.000834538888660503,0.00117083217357411,7.76701904865548e-05,0.000465296346231302,-6.46486048258564,1.50322962927725,0.639946849579281,0.0038033198624757,0.42571463275838,1.05043771665534,0.0104627651958681,0.698787261903813,0.452791912621918,0.835083394653342
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,0.110790630387259,0.000964046527598171,0.00127443742520441,2.77481490573497e-05,0.000473684265124537,-6.30582243693666,1.25853970781947,0.655014240507761,0.00768014712122619,0.520455760305435,1.0270111565782,0.0128672542065471,0.816033971909861,0.231528551241272,0.892812439342063
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,0.0861007826321262,0.000585092374644584,0.00108398551609684,0.000171652272867602,0.000453960810958708,-7.24279939248719,1.37778986004152,0.554190735611015,0.00238974067742053,0.402231684006089,1.05142914664676,0.00827655995500355,0.763127365892411,0.326360713394762,0.798502001281351
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,0.0781984836722399,0.0009086097861574,0.00065582070844059,0.000244929626529451,0.000396623357633781,-6.76204704018242,1.54238357658004,0.560430036116307,0.00436027652939801,0.36335321811385,1.00651400403796,0.00781927930009018,0.65257048850956,0.535869572542081,0.810815584331027
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,0.0700385391573198,0.000529130139722039,0.00128511878038264,-1.09270535579323e-08,-6.78349859273337e-05,-7.48495641378921,1.48909142403015,0.638241307661771,0.00431909436750361,0.428611230554536,1.13387980031169,0.00901607730970355,0.761457478039126,0.355211623718463,0.836407726998312
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,0.069089479386932,0.000526471163100389,0.00120326748863962,0.000111753705718454,0.000363421845933631,-6.81870201972106,1.46076950966019,0.646363990272686,0.00333886626135314,0.442481846724092,1.05596187185066,0.0104488876018998,0.722880553617458,0.404807637809529,0.842942435100527
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,0.160335269373524,0.000924758945141146,0.0014668695220844,0.000580584521501438,0.000611621529740677,-5.90689782692996,2.33645675613929,0.77606020825897,0.00924006589143847,0.332152609381615,1.45261019386537,0.0131671523826254,0.621714992177142,0.883846562273921,0.693787963390227
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,0.07755380122437,0.000209168793340534,0.000688183699372587,0.000277413683759111,5.68481569630502e-05,-8.06212648776439,1.35602039029812,0.480453571181492,0.00140161556844686,0.354311465092251,0.920029882500324,0.00553444563823651,0.678477911602832,0.435990507797794,0.802444114119955
