"","unit","old_unit","Genotype","G..Alias","Replicates","maxET","slope.maxET-6","slope.07-maxET","slope.00-07","slope.19-23:45","curvmaxET","total.auc","auc.10-15","sd.10-15","auc.prop.10-15","auc.07-19","sd.07-19","auc.prop.07-19","auc.night","cos.sim.index"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,0.0716473311406384,0.00140554667030079,0.00272194612683701,0.00043421423370921,-0.000106736910908529,-7.35495632201085,2.42736822952746,1.19094149428183,0.0075158530114114,0.490630749712694,1.89776365276186,0.0194025713474793,0.781819432946647,0.529604576765594,0.921921655169397
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,0.0800904673019401,0.00153762924124065,0.00317104933866797,2.81430474201341e-05,0.000137689741836135,-6.39274459564359,2.45052304691036,1.22609920803638,0.00918862437285113,0.500341839095232,1.82745911060519,0.0223287154078139,0.745742470330678,0.623063936305168,0.884744981614187
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,0.070542263778801,0.00151245168384889,0.00326245206348272,0.000280863728113665,-0.000338658425249899,-7.36199247765052,2.43374090929209,1.25949051197773,0.00739843806999187,0.517512158820587,1.99431604807963,0.0209361958155994,0.819444683066007,0.439424861212456,0.934657575019422
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,0.110790630387259,0.00224217622937231,0.00259492995755332,0.000256409682518475,1.35555863184008e-05,-5.41177450704199,2.24758158629455,1.04642802846675,0.0204662361982274,0.465579552194112,1.63620691033459,0.0246785203973907,0.727985546914941,0.611374675959963,0.945646730277659
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,0.0861007826321262,0.0020971881623599,0.00361811765789978,-5.87075841157093e-05,-0.000115538176593164,-6.36511279530965,3.18443625080018,1.45507112381749,0.0117606152979368,0.456932093852361,2.24146471202,0.0246858867202347,0.703881169377083,0.942971538780175,0.865287012879477
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,0.0781984836722399,0.00146492212463662,0.00333527001120467,-6.75055163729014e-05,0.0001401466321505,-6.45332297317475,3.02293643506839,1.38031809325357,0.00880948674321072,0.45661499105334,2.15740408419322,0.0232911703416244,0.713678282866179,0.865532350875174,0.877260011571756
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,0.0700385391573198,0.00119786834725085,0.00278294766106824,0.000315620161090518,-0.000101879135052885,-7.51881214125756,2.51198513451261,1.21835185160929,0.00603710200636399,0.485015550000728,2.00241176590033,0.0190720020218611,0.797143159164774,0.509573368612278,0.920494626716438
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,0.069089479386932,0.000739098105345919,0.00207010406320581,0.000408298017235245,-0.00014688801891236,-7.60947472173816,2.03889108608668,0.983978556421,0.00532702183322406,0.482604766451546,1.61188844175642,0.0156813945935455,0.790571135827655,0.42700264433025,0.931106682731133
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,0.160335269373524,0.00321562222724963,0.00314073081839747,0.000396819815127436,-0.000624211714500805,-6.41954672716411,4.7921740156837,1.80528086109875,0.0185086483210067,0.376714379567703,3.06612439442441,0.0272580941212271,0.639819085114538,1.72604962125929,0.853230535165911
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,0.07755380122437,0.00140356539641188,0.00263923483201626,0.000459708229015299,-0.000261154548159295,-7.31127622842677,2.02219216105319,1.04474464632964,0.00755438746394558,0.516639648027081,1.58679537515458,0.0184066297883755,0.784690696421332,0.435396785898605,0.898555053169966
