"","unit","old_unit","Genotype","G..Alias","Replicates","2019-12-29","2019-12-31","2020-01-01","2020-01-03","2020-01-05","2020-01-07","2020-01-09","2020-01-12","2020-01-15","2020-01-19","2020-01-21","2020-01-24","2020-01-26","2020-01-28"
"231","B-1001:10:1","B-2-10",32,"IP 9301",2,0.756262352244926,0.670018637356235,0.707655966716543,0.663230104992763,0.774980469018089,0.743959999750127,0.712206640277306,0.781819432946647,0.883978618112286,0.822626051639636,0.80967641305656,0.789520321835863,0.760710288188807,0.775367560631381
"230","B-1001:11:1","B-2-11",15,"IP 12839",2,0.728036559278536,0.658962423396274,0.692965048060429,0.667804191519297,0.729348554947708,0.796900239115666,0.634190479477379,0.745742470330678,0.792807894148765,0.694534893011325,0.79286962347491,0.776671180784877,0.762874037272661,0.781421733035803
"229","B-1001:12:1","B-2-12",1,"Tift 383",2,0.794120537839794,0.593937830442776,0.698787261903813,0.676014641861953,0.827125436652469,0.812484428196805,0.736763834914858,0.819444683066007,0.863898359637276,0.822372505661835,0.874867910696346,0.80397438418332,0.764219260322906,0.797577733577313
"240","B-1001:1:1","B-2-1",13,"IP 3122",2,0.714118105836091,0.704934451470919,0.816033971909861,0.493509847967909,0.718246256936837,0.828016947340278,0.582096743152228,0.727985546914941,1.18237815667113,1.05727971014809,1.09494600551372,0.854782141864891,0.775979970603934,0.79686852786909
"239","B-1001:2:1","B-2-2",17,"IP 12395",2,0.688897513912595,0.632431426490499,0.763127365892411,0.602582246409056,0.696383944302506,0.658756798360782,0.614237136636178,0.703881169377083,0.803992471664791,0.738844497601694,0.775534572593212,0.733110073265685,0.751568922782846,0.704315662679569
"238","B-1001:3:1","B-2-3",12,"IP 8955",2,0.690592151456397,0.61127982519387,0.65257048850956,0.60892409895436,0.703454040145373,0.694015803959423,0.590778700591387,0.713678282866179,0.803698247677388,0.772021219404655,0.78150946521275,0.725259028107678,0.727146751571188,0.719350754850859
"237","B-1001:4:1","B-2-4",40,"PT 732B-P2",2,0.745098946793366,0.673068648003494,0.761457478039126,0.695182979794627,0.786319774526782,0.760848957245139,0.722925605791783,0.797143159164774,0.858481562723097,0.810819329129915,0.836339457623153,0.769745141516789,0.759220584764813,0.778134287084457
"236","B-1001:5:1","B-2-5",3,"IP 3106",2,0.81026902335765,0.681468244219177,0.722880553617458,0.735169916205924,0.799629317264108,0.799894580046816,0.723764975628042,0.790571135827655,0.888641720704202,0.844929404488684,0.85643699089227,0.808846019478055,0.77958893869191,0.812357003392993
"235","B-1001:6:1","B-2-6",27,"IP 9651",2,0.644204853991423,0.546288066651592,0.621714992177142,0.558438709528628,0.657457124466329,0.60272022924267,0.490546171741193,0.639819085114538,0.67728657080164,0.596149159698699,0.704432820585474,0.674398125791177,0.671697074139207,0.595416524663775
"233","B-1001:8:1","B-2-8",8,"IP 17720",2,0.734536865842628,0.674777716704732,0.678477911602832,0.668977004829397,0.794774427972536,0.787282979833131,0.768863706981597,0.784690696421332,0.863609806442273,0.825232409126737,0.873894900539992,0.807252603580224,0.789238323794547,0.82545369063681
"232","B-1001:9:1","B-2-9",36,"IP 15872",2,0.750780356377147,0.679952227609212,0.695736307710828,0.670823974706973,0.791610830248216,0.784856285772471,0.718036366692012,0.800057599926664,0.853156881710636,0.499129605925065,0.506009096628809,0.558421574810103,0.476945189385265,0.519198146735987
"219","B-1002:10:1","B-2-22",18,"IP 8210",2,0.777890572789847,0.692076315945223,0.729101507234905,0.786871967125311,0.802028059428306,0.806848888140388,0.758678224848972,0.809769204580293,0.866206457853182,0.839838278358418,0.839108500845407,0.779851290035726,0.749450695895395,0.751697740040225
"218","B-1002:11:1","B-2-23",4,"IP 8767",2,0.722731861093974,0.664982936076862,0.828021956138941,0.700847931721253,0.73569546276883,0.743455332728218,0.736841568495627,0.751041310092667,0.860258461991272,0.829277623310936,0.808144996603061,0.779643397205569,0.763039583632721,0.737601320758308
"217","B-1002:12:1","B-2-24",22,"IP 10339",2,0.712264963869073,0.615137532685384,0.707029747002205,0.672309232396136,0.744638311758825,0.694809724911093,0.665783993212712,0.731627147681202,0.842261031128094,0.782255999986595,0.806968258578363,0.773358989932862,0.760698260555349,0.738498492479374
"228","B-1002:1:1","B-2-13",25,"IP 10964",2,0.647783054504364,0.552409689513671,0.391309751418483,0.453943640626755,0.626402002430462,0.639881912993027,0.548337085105582,0.626463028444602,0.508934988297226,0.399344841412297,0.566981655614434,0.537720364349026,0.610566114377667,0.504112488506638
"227","B-1002:2:1","B-2-14",38,"IP 7941",2,0.796220594368758,0.656446997202536,0.76083644197962,0.772027042510261,0.78803719543247,0.826618259059794,0.779972980074326,0.795765577581321,0.900039222528725,0.847698683917882,0.840397217111542,0.816201952811362,0.761115684385468,0.797240021412105
"226","B-1002:3:1","B-2-15",34,"IP 10543",2,0.730063668215525,0.656180642277775,0.771202824496684,0.661588626270456,0.718578467361725,0.720522574694023,0.677632330553794,0.715179525882993,0.837622590945607,0.748562025524522,0.780427007188967,0.777979778468096,0.763572498248698,0.748534411949182
"225","B-1002:4:1","B-2-16",6,"IP 7922",2,0.734909621315564,0.638433111040533,0.686884096564553,0.650057646123251,0.728319678305569,0.697500515077656,0.653620612760695,0.711493518879294,0.728152329089036,0.693927540999188,0.715185802993132,0.675305749348622,0.702263309681614,0.678310849814958
